SrcIP,DstIP,SrcPort,DstPort,TransportLayer,UpTimeMean,UpTimeStd,UpTimeMin,UpTimeMax,DownTimeMean,DownTimeStd,DownTimeMin,DownTimeMax,TimeMean,TimeStd,TimeMin,TimeMax,UpPacketLenMean,UpPacketLenStd,UpPacketLenMin,UpPacketLenMax,DownPacketLenMean,DownPacketLenStd,DownPacketLenMin,DownPacketLenMax,PacketLenMean,PacketLenStd,PacketLenMin,PacketLenMax,Duration,UpPacketNum,UpPacketNumMinute,DownPacketNum,DownPacketNumMinute,PacketNum,PacketNumMinute,DownUpPacketPercent,UpHeadLenPercent,DownHeadLenPercent,ExtensionNum,ServerName
192.168.11.206,212.50.246.217,46040,39710,0,0.8123,1.4970,0.0000,6.5245,0.7728,1.4751,0.0000,6.5246,0.3877,1.0935,0.0000,6.4660,213.0000,50097.2727,0.0000,699.0000,404.3478,333464.3138,0.0000,2114.0000,310.8000,204078.2933,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0591,22,77.3783,23,80.8955,45,158.2738,1.0455,0.3116,0.1641,0,
192.168.11.206,212.50.246.217,46088,39710,0,0.8979,1.6211,0.0000,6.5504,0.9997,1.6774,0.0000,6.5490,0.4611,1.2250,0.0000,6.4895,206.3500,54015.3275,0.0000,810.0000,290.5000,202426.8056,0.0000,1514.0000,246.2105,126080.9030,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0597,20,70.3411,18,63.3070,38,133.6481,0.9000,0.3218,0.2287,0,
192.168.11.206,212.50.246.217,46106,39710,0,0.8124,1.4043,0.0000,5.5209,0.7391,1.3641,0.0000,5.5202,0.3791,1.0229,0.0000,5.4605,216.7273,51415.0165,0.0000,711.0000,394.0000,321282.9167,0.0000,2114.0000,309.2174,200057.2136,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0601,22,77.3734,24,84.4074,46,161.7808,1.0909,0.3062,0.1684,0,
192.168.11.206,95.216.195.133,35766,80,0,0.1257,0.1259,0.0000,0.2613,0.1308,0.1308,0.0000,0.2618,0.0850,0.1202,0.0000,0.2617,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7647,5,392.3048,5,392.3048,10,784.6097,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46144,39710,0,0.6093,1.5411,0.0000,8.1349,0.6296,1.5634,0.0000,8.1348,0.3046,1.1172,0.0000,8.0761,200.6207,49664.0975,0.0000,802.0000,348.7143,244489.7755,0.0000,1514.0000,273.3684,150849.1801,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0592,29,101.9980,28,98.4808,57,200.4788,0.9655,0.3304,0.1901,0,
192.168.11.206,212.50.246.217,46130,39710,0,0.6319,1.4631,0.0000,7.5802,0.6539,1.4843,0.0000,7.5802,0.3159,1.0661,0.0000,7.5202,204.4643,51283.4630,0.0000,779.0000,356.0000,249690.3704,0.0000,1514.0000,278.8545,154422.0879,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0611,28,98.4699,27,94.9531,55,193.4229,0.9643,0.3242,0.1862,0,
192.168.11.206,95.216.195.133,35780,80,0,0.1238,0.1237,0.0000,0.2505,0.1259,0.1259,0.0000,0.2532,0.0831,0.1175,0.0000,0.2531,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7482,5,400.9659,5,400.9659,10,801.9318,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35770,80,0,0.1376,0.1375,0.0001,0.2779,0.1357,0.1357,0.0000,0.2721,0.0912,0.1289,0.0000,0.2779,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.8208,5,365.4784,5,365.4784,10,730.9568,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46052,39710,0,0.8125,1.5674,0.0000,7.1626,0.7728,1.5427,0.0000,7.1629,0.3878,1.1393,0.0000,7.1027,216.5000,49012.3409,0.0000,680.0000,408.4348,335263.2892,0.0000,2114.0000,314.6000,204523.5733,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0616,22,77.3665,23,80.8832,45,158.2497,1.0455,0.3065,0.1624,0,
192.168.11.206,95.216.195.133,35750,80,0,0.0964,0.0963,0.0001,0.1927,0.0972,0.0970,0.0001,0.1959,0.0646,0.0913,0.0000,0.1959,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5814,5,516.0197,5,516.0197,10,1032.0394,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46064,39710,0,0.6318,1.4662,0.0000,7.5894,0.6800,1.5122,0.0000,7.5894,0.3219,1.0779,0.0000,7.5308,206.4643,52987.6059,0.0000,788.0000,371.4615,255655.0947,0.0000,1514.0000,285.9074,157364.9359,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0595,28,98.4790,26,91.4448,54,189.9238,0.9286,0.3211,0.1785,0,
192.168.11.206,212.50.246.217,46090,39710,0,0.8123,1.3740,0.0000,4.6288,0.7391,1.3356,0.0000,4.6290,0.3791,1.0040,0.0000,4.5705,218.1364,49220.3905,0.0000,705.0000,393.7500,325997.5208,0.0000,2114.0000,309.7609,201321.3124,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0588,22,77.3795,24,84.4140,46,161.7936,1.0909,0.3042,0.1685,0,
192.168.11.222,192.168.11.180,52062,7680,0,2.3426,1.2515,1.0002,4.0126,0.0000,0.0000,0.0000,0.0000,2.3426,1.2515,1.0002,4.0126,66.0000,0.0000,0.0000,66.0000,0.0000,0.0000,0.0000,0.0000,66.0000,0.0000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,66.0000,7.0277,4,34.1505,1,8.5376,4,34.1505,0.2500,1.0000,0.0000,0,
192.168.11.222,192.168.11.69,52778,7680,0,2.3410,1.2437,1.0111,4.0027,0.0000,0.0000,0.0000,0.0000,2.3410,1.2437,1.0111,4.0027,66.0000,0.0000,0.0000,66.0000,0.0000,0.0000,0.0000,0.0000,66.0000,0.0000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,66.0000,7.0231,4,34.1731,1,8.5433,4,34.1731,0.2500,1.0000,0.0000,0,
192.168.11.206,212.50.246.217,46044,39710,0,0.8124,1.4983,0.0000,6.5253,0.7728,1.4763,0.0000,6.5245,0.3877,1.0944,0.0000,6.4659,211.5909,48537.5145,0.0000,702.0000,406.5217,334982.4234,0.0000,2114.0000,311.2222,204437.5062,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0606,22,77.3711,23,80.8880,45,158.2592,1.0455,0.3136,0.1632,0,
192.168.11.206,95.216.195.133,35798,80,0,0.1440,0.1176,0.0000,0.2473,0.0969,0.1181,0.0000,0.2474,0.0655,0.1066,0.0000,0.2473,80.0000,1129.3333,0.0000,154.0000,100.3333,5773.8889,0.0000,270.0000,90.1667,3554.9722,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7202,6,499.8608,6,499.8608,12,999.7215,1.0000,0.8167,0.6611,0,
192.168.11.206,212.50.246.217,46042,39710,0,0.8979,1.5762,0.0000,6.5848,1.0001,1.6334,0.0000,6.5846,0.4611,1.1949,0.0000,6.5260,199.8500,54851.4275,0.0000,806.0000,290.8889,202801.9877,0.0000,1514.0000,242.9737,126999.5519,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0600,20,70.3400,18,63.3060,38,133.6460,0.9000,0.3322,0.2284,0,
192.168.11.206,212.50.246.217,46094,39710,0,0.8123,1.3561,0.0000,5.4509,0.7727,1.3378,0.0000,5.4509,0.3877,1.0021,0.0000,5.3925,215.2727,45810.9256,0.0000,672.0000,408.3478,333788.2268,0.0000,2114.0000,313.9556,202314.2202,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0589,22,77.3789,23,80.8961,45,158.2750,1.0455,0.3083,0.1625,0,
192.168.11.206,95.216.195.133,35904,80,0,0.1031,0.1030,0.0000,0.2075,0.1030,0.1030,0.0000,0.2075,0.0685,0.0969,0.0000,0.2074,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6168,5,486.4135,5,486.4135,10,972.8270,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35752,80,0,0.0994,0.0993,0.0001,0.2027,0.0993,0.0993,0.0001,0.2027,0.0658,0.0930,0.0000,0.2026,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5918,5,506.9295,5,506.9295,10,1013.8589,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46096,39710,0,0.8531,1.3810,0.0000,5.2277,0.8948,1.4001,0.0000,5.2279,0.4265,1.0438,0.0000,5.1677,197.3810,51094.3311,0.0000,755.0000,271.8000,185786.8600,0.0000,1514.0000,233.6829,118181.7287,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0611,21,73.8524,20,70.3356,41,144.1880,0.9524,0.3363,0.2443,0,
192.168.11.206,212.50.246.217,46092,39710,0,0.8979,1.4199,0.0000,4.5514,1.0000,1.4618,0.0000,4.5515,0.4611,1.0891,0.0000,4.4911,203.4500,54253.4475,0.0000,786.0000,289.8333,202028.8056,0.0000,1514.0000,244.3684,126112.6537,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0607,20,70.3372,18,63.3035,38,133.6408,0.9000,0.3264,0.2293,0,
192.168.11.206,212.50.246.217,46134,39710,0,0.8978,1.4813,0.0000,6.2325,1.0000,1.5285,0.0000,6.2326,0.4610,1.1310,0.0000,6.1744,201.2500,53462.3875,0.0000,753.0000,291.3889,202143.5710,0.0000,1514.0000,243.9474,125915.9446,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0586,20,70.3457,18,63.3111,38,133.6568,0.9000,0.3299,0.2280,0,
192.168.11.206,212.50.246.217,46054,39710,0,0.6318,1.3982,0.0000,7.2186,0.6800,1.4406,0.0000,7.2206,0.3219,1.0307,0.0000,7.1601,208.2857,54470.8469,0.0000,798.0000,368.0385,255258.4985,0.0000,1514.0000,285.2037,157517.8659,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0587,28,98.4833,26,91.4488,54,189.9320,0.9286,0.3182,0.1802,0,
192.168.11.206,212.50.246.217,46046,39710,0,0.8979,1.5695,0.0000,6.5836,1.0001,1.6242,0.0000,6.5836,0.4611,1.1906,0.0000,6.5251,197.7500,52762.5875,0.0000,775.0000,294.3333,200908.4444,0.0000,1514.0000,243.5000,125262.5658,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0598,20,70.3409,18,63.3068,38,133.6478,0.9000,0.3358,0.2257,0,
192.168.11.206,212.50.246.217,46098,39710,0,0.8124,1.4023,0.0000,5.5229,0.7728,1.3835,0.0000,5.5231,0.3878,1.0317,0.0000,5.4635,211.5909,49051.5145,0.0000,702.0000,406.9565,331561.3459,0.0000,2114.0000,311.4444,202982.6469,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0614,22,77.3678,23,80.8845,45,158.2523,1.0455,0.3136,0.1630,0,
192.168.11.206,212.50.246.217,46132,39710,0,0.8063,1.5123,0.0000,7.1899,0.8462,1.5370,0.0000,7.1905,0.4082,1.1305,0.0000,7.1302,205.7381,50064.5266,0.0000,780.0000,363.8000,251508.4600,0.0000,1514.0000,282.8415,154572.0358,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,33.0602,42,76.2247,40,72.5949,82,148.8196,0.9524,0.3217,0.1820,0,
192.168.11.206,95.216.195.133,35804,80,0,0.1241,0.1014,0.0000,0.2129,0.0816,0.0998,0.0000,0.2066,0.0564,0.0921,0.0000,0.2129,80.0000,1129.3333,0.0000,154.0000,101.3333,5698.2222,0.0000,270.0000,90.6667,3527.5556,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6206,6,580.0452,6,580.0452,12,1160.0905,1.0000,0.8167,0.6645,0,
192.168.11.206,95.216.195.133,35756,80,0,0.0776,0.0950,0.0000,0.1946,0.0969,0.0967,0.0000,0.1940,0.0582,0.0888,0.0000,0.1945,84.0000,1001.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,95.0909,3665.7190,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5821,6,618.4762,5,515.3968,11,1133.8730,0.8333,0.8254,0.6236,0,
192.168.11.206,212.50.246.217,46118,39710,0,0.8979,1.5733,0.0000,6.5753,1.0000,1.6303,0.0000,6.5754,0.4611,1.1927,0.0000,6.5155,201.1500,54055.0275,0.0000,809.0000,287.7222,202709.3117,0.0000,1514.0000,242.1579,126338.7119,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0602,20,70.3392,18,63.3053,38,133.6445,0.9000,0.3301,0.2309,0,
192.168.11.206,95.216.195.133,35800,80,0,0.0783,0.0958,0.0000,0.1966,0.0981,0.0981,0.0000,0.1967,0.0587,0.0896,0.0000,0.1966,84.0000,1001.3333,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,95.0909,3665.7190,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5869,6,613.3534,5,511.1278,11,1124.4812,0.8333,0.8254,0.6236,0,
192.168.11.206,95.216.195.133,35906,80,0,0.1084,0.1083,0.0000,0.2198,0.0878,0.1074,0.0000,0.2196,0.0653,0.0996,0.0000,0.2195,85.2000,1192.9600,0.0000,154.0000,101.3333,5698.2222,0.0000,270.0000,94.0000,3714.9091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6526,5,459.6989,6,551.6387,11,1011.3376,1.2000,0.7934,0.6645,0,
192.168.11.206,95.216.195.133,35786,80,0,0.1254,0.1254,0.0001,0.2512,0.1293,0.1293,0.0000,0.2665,0.0853,0.1207,0.0000,0.2664,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7681,5,390.5524,5,390.5524,10,781.1049,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46070,39710,0,0.6319,1.4650,0.0000,7.5844,0.6800,1.5111,0.0000,7.5847,0.3219,1.0769,0.0000,7.5248,205.2500,53545.9018,0.0000,805.0000,371.3846,255995.9290,0.0000,1514.0000,285.2407,157912.5532,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0602,28,98.4746,26,91.4407,54,189.9154,0.9286,0.3230,0.1785,0,
192.168.11.206,95.216.195.133,35784,80,0,0.1074,0.1073,0.0000,0.2169,0.1040,0.1040,0.0000,0.2125,0.0703,0.0994,0.0000,0.2169,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6328,5,474.0751,5,474.0751,10,948.1502,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35802,80,0,0.0985,0.0984,0.0000,0.1999,0.0970,0.0968,0.0000,0.1942,0.0653,0.0923,0.0000,0.1999,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.5880,5,510.1670,5,510.1670,10,1020.3339,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46072,39710,0,0.6318,1.4170,0.0000,7.3267,0.6800,1.4602,0.0000,7.3266,0.3219,1.0439,0.0000,7.2681,203.5000,51568.0357,0.0000,789.0000,369.1538,255414.8225,0.0000,1514.0000,283.2593,156567.3772,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0588,28,98.4827,26,91.4482,54,189.9309,0.9286,0.3257,0.1796,0,
192.168.11.206,212.50.246.217,46068,39710,0,0.9723,2.4795,0.0000,10.5842,0.8919,2.3915,0.0000,10.5846,0.4592,1.7582,0.0000,10.5258,232.0857,66504.5355,0.0000,999.0000,377.4737,292214.5651,0.0000,2114.0000,307.7671,189272.9184,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,33.0590,35,63.5227,38,68.9675,73,132.4902,1.0857,0.2854,0.1754,0,
192.168.11.206,212.50.246.217,46116,39710,0,0.8124,1.3567,0.0000,5.5213,0.7728,1.3371,0.0000,5.5211,0.3877,1.0024,0.0000,5.4627,211.9091,47125.4463,0.0000,688.0000,408.0435,333012.4764,0.0000,2114.0000,312.1556,202857.9091,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0604,22,77.3724,23,80.8893,45,158.2617,1.0455,0.3132,0.1626,0,
192.168.11.206,212.50.246.217,46114,39710,0,0.8978,1.4219,0.0000,5.3199,1.0000,1.4661,0.0000,5.3195,0.4611,1.0911,0.0000,5.2608,203.7000,54886.9100,0.0000,787.0000,293.9444,201839.6080,0.0000,1514.0000,246.4474,126526.4578,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0591,20,70.3436,18,63.3092,38,133.6528,0.9000,0.3260,0.2260,0,
192.168.11.206,95.216.195.133,35902,80,0,0.1249,0.1249,0.0000,0.2517,0.1250,0.1250,0.0000,0.2517,0.0831,0.1175,0.0000,0.2517,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7480,5,401.0465,5,401.0465,10,802.0931,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35790,80,0,0.1201,0.1204,0.0001,0.2536,0.1124,0.1123,0.0000,0.2268,0.0781,0.1107,0.0000,0.2536,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.7031,5,426.6820,5,426.6820,10,853.3639,1.0000,0.7934,0.6236,0,
192.168.11.206,95.216.195.133,35788,80,0,0.1007,0.1007,0.0001,0.2067,0.1038,0.1037,0.0000,0.2085,0.0679,0.0960,0.0000,0.2084,85.2000,1192.9600,0.0000,154.0000,108.4000,6538.2400,0.0000,270.0000,96.8000,4000.1600,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,270.0000,0.6113,5,490.7860,5,490.7860,10,981.5721,1.0000,0.7934,0.6236,0,
192.168.11.206,212.50.246.217,46074,39710,0,0.6318,1.4782,0.0000,7.5486,0.6800,1.5231,0.0000,7.5483,0.3219,1.0864,0.0000,7.4902,202.4286,50810.7449,0.0000,766.0000,373.0769,254935.6095,0.0000,1514.0000,284.5926,156363.3155,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,1514.0000,17.0586,28,98.4840,26,91.4494,54,189.9335,0.9286,0.3275,0.1777,0,
192.168.11.206,212.50.246.217,46120,39710,0,0.8123,1.4977,0.0002,6.5231,0.7391,1.4519,0.0000,6.5235,0.3791,1.0834,0.0000,6.4648,215.8636,49751.1178,0.0000,710.0000,395.2500,325198.2708,0.0000,2114.0000,309.4565,201492.3351,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0590,22,77.3784,24,84.4128,46,161.7913,1.0909,0.3074,0.1678,0,
192.168.11.206,212.50.246.217,46124,39710,0,0.8123,1.4986,0.0000,6.5243,0.7391,1.4527,0.0000,6.5244,0.3791,1.0838,0.0000,6.4658,219.6364,51393.0496,0.0000,708.0000,390.2500,322344.9375,0.0000,2114.0000,308.6522,200022.7486,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.0000,2114.0000,17.0590,22,77.3785,24,84.4129,46,161.7914,1.0909,0.3022,0.1700,0,
